Id,attempts,comments,blank_line,lloc,sloc,system_access,exam_grade_codebench,delete_average,average_log_rows,submission_per_exercise,sucess_average,test_average,exercises_list_grade,exercises_list_grade_check_plagiarism,copy_paste_proportion,sintaxe_error,IDE_usage,keystroke_latency,jadud,watson,cont_condition,cont_cicle,cont_variable,error,Media_final
1062,0.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1231,0.0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.06
1236,0.0,0,0,0,0,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.18
1964,0.0,0,0,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.06
2156,0.0,0,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.01
2848,0.0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.36
2849,0.0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.12
2850,0.0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.21
2851,106,6,42,317,317,106,10.0,140.71,1354.19,5.0,0.36,18.62,5.56,3.73,0.28,0.17,526.42,2.93,53.88,1.56,5.06,0.0,3.65,2.61,2.39
2852,65,42,22,472,472,62,10.0,83.29,982.41,3.06,0.56,5.81,6.67,4.47,0.15,0.18,290.57,2.11,22.41,1.12,5.94,0.0,4.22,3.0,9.37
2853,66,24,11,263,263,63,10.0,126.33,1292.13,3.4,0.41,13.07,4.44,1.47,0.08,0.2,436.86,2.26,25.73,0.0,5.2,0.0,4.4,2.5,4.37
2854,24,2,30,163,163,39,6.67,39.73,314.0,1.55,0.64,2.91,4.07,0.0,0.08,0.08,44.68,3.13,11.64,1.36,3.82,0.0,4.18,1.89,2.17
2855,57,18,23,298,297,58,10.0,85.15,678.23,4.07,0.51,3.25,4.81,1.83,0.08,0.25,174.88,2.47,32.0,9.08,4.92,0.08,4.43,2.22,5.0
2856,90,37,10,452,452,47,10.0,71.06,726.94,4.41,0.49,13.88,6.67,4.47,0.4,0.23,280.17,2.49,18.0,3.12,5.59,0.0,3.29,2.94,7.49
2857,39,9,7,71,71,30,6.67,97.8,1085.2,7.8,0.04,13.2,0.0,0.0,0.24,0.21,18.9,2.13,54.8,25.8,4.8,0.0,3.8,0.67,0.87
2858,88,27,9,186,186,33,10.0,157.7,1273.3,4.1,0.52,13.5,2.59,2.59,0.72,0.14,200.72,2.65,46.1,9.4,6.0,0.0,3.0,1.78,6.83
